name,url,description,duration,test_type,job_level,language,pdf_url,pdf_data,rich_text,duration_mins
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,20.0,"['Ability & Aptitude', 'Simulations']","Graduate, Manager, Mid-Professional, Professional Individual Contributor","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic",https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical.pdf,"{'Assessment Name': 'SHL Verify Interactive – Numerical Reasoning', 'Overview': 'The Verify Interactive suite of assessments, including Numerical Reasoning, is a set of assessments designed using mobile-first technology. These assessments offer an interactive, business-relevant approach to predict workplace performance using engaging, activity-based assessment design that can be deployed on any device type, including mobile phones. Verify Interactive – Numerical Reasoning is an assessment used for job candidates applying to mid-level positions that require numerical reasoning ability. Sample tasks for jobs that may require numerical reasoning include but are not limited to analysis and interpretation of numerical data (e.g., budgets & costs, trends and margins). Potential roles that use this ability are Finance, IT, Professional Services, Production and Sales. The Verify Interactive – Numerical Reasoning test utilizes computer adaptive technology, offering the following benefits: • Shorter testing administration times • Ability to offer the test in an unsupervised setting • A more precise score', 'Relevant Job Roles': 'Job candidates applying to mid-level positions that require numerical reasoning ability. Potential roles that use this ability are Finance, IT, Professional Services, Production and Sales.', 'Language': None, 'Average Testing Time': None, 'Allowed Time': '18 minutes', 'Max Questions': '10 questions', 'Sittings': 'One', 'Test Type': 'Interactive / Activity-based, Adaptive', 'Sector': None, 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['Ability to make correct decisions or inferences from numerical or statistical data', 'Ability to work with numerical data in a realistic workplace context', 'Utilizing numerical information', 'Problem solving skills to create charts, graphs, and fill in spreadsheets']}","Assessment Name: SHL Verify Interactive – Numerical Reasoning. Description: Assesses how the candidate comprehends numerical information in various formats.. Job Level: Graduate, Manager, Mid-Professional, Professional Individual Contributor. Language: French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic. Test Type: Ability & Aptitude, Simulations. Duration: 20.0 minutes. Overview: The Verify Interactive suite of assessments, including Numerical Reasoning, is a set of assessments designed using mobile-first technology. These assessments offer an interactive, business-relevant approach to predict workplace performance using engaging, activity-based assessment design that can be deployed on any device type, including mobile phones. Verify Interactive – Numerical Reasoning is an assessment used for job candidates applying to mid-level positions that require numerical reasoning ability. Sample tasks for jobs that may require numerical reasoning include but are not limited to analysis and interpretation of numerical data (e.g., budgets & costs, trends and margins). Potential roles that use this ability are Finance, IT, Professional Services, Production and Sales. The Verify Interactive – Numerical Reasoning test utilizes computer adaptive technology, offering the following benefits: • Shorter testing administration times • Ability to offer the test in an unsupervised setting • A more precise score. Allowed Time: 18 minutes. Max Questions: 10 questions. Sittings: One. Sector: . Competencies: Ability to make correct decisions or inferences from numerical or statistical data, Ability to work with numerical data in a realistic workplace context, Utilizing numerical information, Problem solving skills to create charts, graphs, and fill in spreadsheets.",20
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",10.0,['Ability & Aptitude'],Entry-Level,"English (USA), English International",https://service.shl.com/docs/Verify Interactive Numerical Calc Factsheet .pdf,"{'Assessment Name': 'SHL Verify Interactive – Numerical Calculation', 'Overview': 'The Verify Interactive suite of assessments, including Numerical Calculation, is a set of assessments designed using mobile-first technology. These assessments offer an interactive, business-relevant approach to predict workplace performance using engaging, activity-based assessment design that can be deployed on any device type, including mobile phones. SHL Verify Interactive - Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Verify Interactive – Numerical Calculation test utilizes computer adaptive technology, offering the following benefits: Shorter testing administration times Ability to offer the test in an unsupervised setting A more precise score', 'Relevant Job Roles': 'Verify, ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.', 'Language': None, 'Average Testing Time': None, 'Allowed Time': '10 minutes', 'Max Questions': '12 questions', 'Sittings': 'One', 'Test Type': 'Interactive / Activity-based, Adaptive', 'Sector': None, 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['ability to work with numbers', 'use appropriate mathematics in different situations', 'understand order of operations', 'perform numerical calculations', 'identify errors in calculations']}","Assessment Name: SHL Verify Interactive Numerical Calculation. Description: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.. Job Level: Entry-Level. Language: English (USA), English International. Test Type: Ability & Aptitude. Duration: 10.0 minutes. Overview: The Verify Interactive suite of assessments, including Numerical Calculation, is a set of assessments designed using mobile-first technology. These assessments offer an interactive, business-relevant approach to predict workplace performance using engaging, activity-based assessment design that can be deployed on any device type, including mobile phones. SHL Verify Interactive - Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Verify Interactive – Numerical Calculation test utilizes computer adaptive technology, offering the following benefits: Shorter testing administration times Ability to offer the test in an unsupervised setting A more precise score. Allowed Time: 10 minutes. Max Questions: 12 questions. Sittings: One. Sector: . Competencies: ability to work with numbers, use appropriate mathematics in different situations, understand order of operations, perform numerical calculations, identify errors in calculations.",10
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",8.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Siebel Development (New).pdf,"{'Assessment Name': 'Siebel Development', 'Overview': 'Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workﬂow and deployment.', 'Relevant Job Roles': 'Package Specialist - Siebel, Siebel Developer, Siebel Admin, Siebel Consultant', 'Language': 'English (US)', 'Average Testing Time': '08', 'Allowed Time': '15', 'Max Questions': '12', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': ['Overall Score', 'Architecture and Server Management', 'Views, Application and UI', 'Data Model and Workﬂows'], 'ONET Competency': None, 'Competencies Measured': ['Siebel client and web application architecture', 'UI layer and layer conﬁguration', 'Access control on data, views and applications', 'Server management, commands, objects and tools', 'Architecture, ﬁle system, and server', 'Workﬂows, workﬂow processes and policies', 'Data model and data mapping', 'Assignment and deployment manager']}","Assessment Name: Siebel Development (New). Description: Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 8.0 minutes. Overview: Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workﬂow and deployment.. Allowed Time: 15. Max Questions: 12. Sittings: One. Sector: Information Technology. Competencies: Siebel client and web application architecture, UI layer and layer conﬁguration, Access control on data, views and applications, Server management, commands, objects and tools, Architecture, ﬁle system, and server, Workﬂows, workﬂow processes and policies, Data model and data mapping, Assignment and deployment manager. Scores Reported: Overall Score, Architecture and Server Management, Views, Application and UI, Data Model and Workﬂows.",8
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).",,['Personality & Behavior'],"Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),https://service.shl.com/docs/TA2000910 Smart Interview Live Flyer-FINAL 6.3.24.pdf,"{'Assessment Name': 'Smart Interview Live', 'Overview': 'Go beyond a conference call and deliver structured, consistent virtual interviews with interactive whiteboards and competency-based questions. Delight and convert shortlisted candidates and get even deeper insight into their potential. With Smart Interview Live, you can remotely engage with candidates and reach hiring decisions faster. We have built the smartest interview technology that helps you ask the right questions, empowers candidates to showcase talent and enables you to rate potential in the moment.', 'Relevant Job Roles': None, 'Language': None, 'Average Testing Time': None, 'Allowed Time': None, 'Max Questions': None, 'Sittings': None, 'Test Type': 'Virtual Interview', 'Sector': None, 'Scores Reported': 'Observations and scores', 'ONET Competency': None, 'Competencies Measured': None}","Assessment Name: Smart Interview Live. Description: SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).. Job Level: Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor. Language: English (USA). Test Type: Personality & Behavior. Duration: nan minutes. Overview: Go beyond a conference call and deliver structured, consistent virtual interviews with interactive whiteboards and competency-based questions. Delight and convert shortlisted candidates and get even deeper insight into their potential. With Smart Interview Live, you can remotely engage with candidates and reach hiring decisions faster. We have built the smartest interview technology that helps you ask the right questions, empowers candidates to showcase talent and enables you to rate potential in the moment.. Allowed Time: . Max Questions: . Sittings: . Sector: . Scores Reported: Observations and scores.",0
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.",,['Knowledge & Skills'],"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level",English (USA),https://service.shl.com/docs/Tech Hire Solutions Flyer.pdf,"{'Assessment Name': 'Technology Hiring Solutions', 'Overview': ""SHL's technology hiring solutions automate tech recruitment using AI, offering remote, immersive coding experiences, predictive coding assessments, and technical skills tests. The goal is to attract more qualified candidates, save hiring managers time, and increase the speed of hiring for various tech roles such as Front-end, Back-end, DevOps, Data Science, and Full stack."", 'Relevant Job Roles': 'developers, Front-end, Back-end, DevOps, Data Science, Full stack', 'Language': None, 'Average Testing Time': None, 'Allowed Time': None, 'Max Questions': None, 'Sittings': None, 'Test Type': 'Coding Simulations, Technical Skills Tests, Live Coding Interviews', 'Sector': 'Technology', 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['Programming capabilities', 'Technical concepts', 'Tech potential']}","Assessment Name: Smart Interview Live Coding. Description: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.. Job Level: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level. Language: English (USA). Test Type: Knowledge & Skills. Duration: nan minutes. Overview: SHL's technology hiring solutions automate tech recruitment using AI, offering remote, immersive coding experiences, predictive coding assessments, and technical skills tests. The goal is to attract more qualified candidates, save hiring managers time, and increase the speed of hiring for various tech roles such as Front-end, Back-end, DevOps, Data Science, and Full stack.. Allowed Time: . Max Questions: . Sittings: . Sector: Technology. Competencies: Programming capabilities, Technical concepts, Tech potential.",0
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,['Personality & Behavior'],"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor","English (USA), Chinese Simplified",https://service.shl.com/docs/TA2001011 Smart Interview Flyer.pdf,"{'Assessment Name': 'Smart Interview On Demand', 'Overview': 'SHL’s Smart Interview On Demand offers a streamlined screening process using short recorded video interviews where candidates explain their suitability for a role. It enables collaborative shortlisting, increases diversity, and provides an end-to-end branded experience that integrates with ATS. It uses competency-based questions and offers optional AI-powered scoring to provide consistent insight into potential.', 'Relevant Job Roles': None, 'Language': None, 'Average Testing Time': None, 'Allowed Time': None, 'Max Questions': None, 'Sittings': None, 'Test Type': 'Recorded Video Interview', 'Sector': None, 'Scores Reported': 'Automated scoring with optional AI', 'ONET Competency': None, 'Competencies Measured': None}","Assessment Name: Smart Interview On Demand. Description: Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/. Job Level: Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor. Language: English (USA), Chinese Simplified. Test Type: Personality & Behavior. Duration: nan minutes. Overview: SHL’s Smart Interview On Demand offers a streamlined screening process using short recorded video interviews where candidates explain their suitability for a role. It enables collaborative shortlisting, increases diversity, and provides an end-to-end branded experience that integrates with ATS. It uses competency-based questions and offers optional AI-powered scoring to provide consistent insight into potential.. Allowed Time: . Max Questions: . Sittings: . Sector: . Scores Reported: Automated scoring with optional AI.",0
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",30.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/BB_Fact_Sheet_SoftwareBusinessAnalysis.pdf,"{'Assessment Name': 'Software Business Analysis', 'Overview': 'The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals.', 'Relevant Job Roles': 'Software Developers, Software Architects, Business Analysts, IT Managers', 'Language': None, 'Average Testing Time': '28 minutes', 'Allowed Time': '90 minutes', 'Max Questions': '30 questions', 'Sittings': 'One', 'Test Type': 'Multiple Choice - Adaptive', 'Sector': 'Information Technology', 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['Business Process', 'Diagramming and Modeling', 'Documentation', 'Joint Application Development', 'Methodologies and Tools', 'Project Development', 'Requirements Gathering', 'System Design', 'User Interface']}","Assessment Name: Software Business Analysis. Description: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 30.0 minutes. Overview: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals.. Allowed Time: 90 minutes. Max Questions: 30 questions. Sittings: One. Sector: Information Technology. Competencies: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, User Interface.",30
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,10.0,['Knowledge & Skills'],"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),https://service.shl.com/docs/Social Media (New).pdf,"{'Assessment Name': 'Social Media', 'Overview': 'Multi-choice test that measures the knowledge about the different social media platforms.', 'Relevant Job Roles': 'Marketing Manager, Advertising and Promotions Manager, Content Writer, SEO Specialist', 'Language': 'English (US)', 'Average Testing Time': 10, 'Allowed Time': 25, 'Max Questions': 16, 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Sales and Marketing', 'Scores Reported': ['Overall Score', 'Blogging', 'Facebook', 'LinkedIn', 'Twitter', 'Instagram', 'YouTube', 'Google+'], 'ONET Competency': None, 'Competencies Measured': ['Blogging', 'Facebook', 'LinkedIn', 'Twitter', 'Instagram', 'YouTube', 'Google+']}","Assessment Name: Social Media (New). Description: Multi-choice test that measures the knowledge about the different social media platforms.. Job Level: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 10.0 minutes. Overview: Multi-choice test that measures the knowledge about the different social media platforms.. Allowed Time: 25. Max Questions: 16. Sittings: One. Sector: Sales and Marketing. Competencies: Blogging, Facebook, LinkedIn, Twitter, Instagram, YouTube, Google+. Scores Reported: Overall Score, Blogging, Facebook, LinkedIn, Twitter, Instagram, YouTube, Google+.",10
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",9.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Spring (New).pdf,"{'Assessment Name': 'Spring', 'Overview': 'Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.', 'Relevant Job Roles': 'Application Developer, Senior Order Management System Consultant, Sterling OMS Developer, Sterling OMS Architect', 'Language': 'English (US)', 'Average Testing Time': '09 minutes', 'Allowed Time': '20 minutes', 'Max Questions': '12 questions', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': '• Overall Score \n• Spring Core  \n• Spring JDBC and Transactions  \n• Spring MVC and REST Web Services', 'ONET Competency': 'Programming', 'Competencies Measured': ['Basics of Spring and Spring core', 'Spring AOP', 'IOC containers', 'Advanced concepts of Spring core', 'Transaction management', 'Spring JDBC and ORM', 'Spring MVC', 'Rest webservices API']}","Assessment Name: Spring (New). Description: Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 9.0 minutes. Overview: Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.. Allowed Time: 20 minutes. Max Questions: 12 questions. Sittings: One. Sector: Information Technology. Competencies: Basics of Spring and Spring core, Spring AOP, IOC containers, Advanced concepts of Spring core, Transaction management, Spring JDBC and ORM, Spring MVC, Rest webservices API. Scores Reported: • Overall Score 
• Spring Core  
• Spring JDBC and Transactions  
• Spring MVC and REST Web Services. ONET Competency: Programming.",9
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",9.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/SQL (New).pdf,"{'Assessment Name': 'SQL', 'Overview': 'Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.', 'Relevant Job Roles': 'SQL Developer, Programmer Analyst, SQL Data Analyst, Database Administrator, Software Engineer, Web Developer, Full Stack Developer', 'Language': 'English (US)', 'Average Testing Time': '09', 'Allowed Time': '15', 'Max Questions': '12', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': ['Overall Score', 'SQL Basics', 'DML and Joins', 'DDL and Transaction Handling'], 'ONET Competency': 'Database User Interface and Query Software', 'Competencies Measured': ['Simple queries', 'Grouping and aggregation in SQL', 'Filtering and search conditions', 'Advanced data ﬁltering', 'Data integrity', 'Manipulating data', 'Querying multiple tables', 'Subqueries', 'Using set operators', 'Creating databases', 'Views', 'Transaction processing']}","Assessment Name: SQL (New). Description: Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 9.0 minutes. Overview: Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.. Allowed Time: 15. Max Questions: 12. Sittings: One. Sector: Information Technology. Competencies: Simple queries, Grouping and aggregation in SQL, Filtering and search conditions, Advanced data ﬁltering, Data integrity, Manipulating data, Querying multiple tables, Subqueries, Using set operators, Creating databases, Views, Transaction processing. Scores Reported: Overall Score, SQL Basics, DML and Joins, DDL and Transaction Handling. ONET Competency: Database User Interface and Query Software.",9
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/SonarQube (New).pdf,"{'Assessment Name': 'SonarQube', 'Overview': 'Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.', 'Relevant Job Roles': 'Tester, Quality Analyst, QA Engineer, Software Tester', 'Language': 'English (US)', 'Average Testing Time': '08', 'Allowed Time': '15', 'Max Questions': '14', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': 'Overall Score; Introduction to Sonar; Sonar Quality Cover; Administration and Projects', 'ONET Competency': 'Quality Control Analysis', 'Competencies Measured': ['Overview and architecture of Sonar', 'Sonar basics, coding standards and code reviews in Sonar', 'Code coverage and testing', 'Documentation and identifying potential bugs in Sonar', 'Identifying duplicate code with Sonar, analyzing complexity and design', 'Security and proﬁle administration', 'Managing project and extending']}","Assessment Name: SonarQube (New). Description: Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: nan minutes. Overview: Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.. Allowed Time: 15. Max Questions: 14. Sittings: One. Sector: Information Technology. Competencies: Overview and architecture of Sonar, Sonar basics, coding standards and code reviews in Sonar, Code coverage and testing, Documentation and identifying potential bugs in Sonar, Identifying duplicate code with Sonar, analyzing complexity and design, Security and proﬁle administration, Managing project and extending. Scores Reported: Overall Score; Introduction to Sonar; Sonar Quality Cover; Administration and Projects. ONET Competency: Quality Control Analysis.",0
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,0.0,['Knowledge & Skills'],Entry-Level,English (USA),https://service.shl.com/docs/Spelling (U.S.) (New).pdf,"{'Assessment Name': 'Spelling (U.S.)', 'Overview': 'Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.', 'Relevant Job Roles': None, 'Language': 'English (US)', 'Average Testing Time': None, 'Allowed Time': '08', 'Max Questions': '15', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Language and Communication', 'Scores Reported': ['Overall Score', 'Error identification - Word', 'Error identification - Sentence', 'Knowledge of correct spelling'], 'ONET Competency': None, 'Competencies Measured': ['Knowledge of correct spelling', 'Error identification - Word', 'Error identification - Sentence']}","Assessment Name: Spelling (U.S.) (New). Description: Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.. Job Level: Entry-Level. Language: English (USA). Test Type: Knowledge & Skills. Overview: Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.. Allowed Time: 08. Max Questions: 15. Sittings: One. Sector: Language and Communication. Competencies: Knowledge of correct spelling, Error identification - Word, Error identification - Sentence. Scores Reported: Overall Score, Error identification - Word, Error identification - Sentence, Knowledge of correct spelling.",0
